,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,rate_avg
118,36,0,2,922,1,3,2,1,155,1,0,39,3,1,2,4,0,2561,5,0,22,4,1,1,7,2,3,1,0,0,1174.0
119,43,0,1,394,2,26,2,1,158,3,1,92,3,4,3,4,1,19494,1,1,12,3,4,2,25,3,4,25,12,12,6660.0
120,30,0,1,1312,1,23,3,1,159,1,1,96,1,1,6,3,0,22310,1,0,25,4,3,3,10,2,2,10,7,9,7906.0
121,33,0,0,750,2,22,2,2,160,3,1,95,3,2,7,2,1,15480,0,0,13,3,1,1,8,2,4,7,7,7,5441.666666666667
122,56,1,2,441,1,14,4,1,161,2,0,72,3,1,6,2,1,4510,9,1,18,3,1,3,7,2,3,5,4,3,1674.3333333333333
123,51,0,2,684,1,6,3,1,162,1,1,51,3,5,5,3,2,6462,7,0,13,3,3,0,23,5,3,20,18,15,2399.0
124,31,1,2,249,2,6,4,1,163,2,1,76,1,2,7,3,1,20739,4,1,18,3,2,0,12,3,2,7,7,7,7021.333333333333
125,26,0,2,841,1,6,3,4,164,3,0,46,2,1,6,2,1,23300,1,0,19,3,3,0,5,3,2,5,4,3,8062.333333333333
126,58,1,2,147,1,23,4,3,165,4,0,94,3,3,0,4,1,3465,1,0,12,3,4,1,40,3,2,40,10,6,1235.3333333333333
127,19,1,2,528,2,22,1,2,167,4,1,50,3,1,8,3,2,26820,1,1,19,3,4,0,0,2,2,0,0,0,9132.666666666666
128,22,0,2,594,1,2,1,5,169,3,1,100,3,1,2,4,1,19299,0,0,14,3,3,1,3,2,3,2,1,1,6664.333333333333
129,49,0,2,470,1,20,4,3,170,3,0,96,3,2,4,1,1,5549,1,0,14,3,3,0,16,2,2,15,11,11,2038.3333333333333
130,43,0,1,957,1,28,3,3,171,2,0,72,4,1,6,3,2,16090,4,0,12,3,4,0,18,2,3,3,2,2,5706.333333333333
131,50,0,1,809,2,12,3,2,174,3,0,77,3,3,7,4,2,6645,4,0,11,3,4,0,16,3,3,2,2,1,2510.3333333333335
132,31,1,2,542,2,20,3,1,175,2,0,71,1,2,7,3,1,24788,3,1,11,3,3,1,4,2,3,2,2,2,8467.0
133,41,0,2,802,2,9,1,1,176,3,1,96,3,3,7,3,0,21196,3,1,13,3,3,1,12,2,3,9,7,7,7364.666666666667
134,26,0,2,1355,0,25,1,1,177,3,0,61,3,1,1,3,1,8916,1,0,23,4,4,1,8,3,3,8,7,7,3444.0
135,36,0,2,216,1,6,2,3,178,2,1,84,3,2,4,2,0,2819,6,0,20,4,4,2,7,0,3,3,2,1,1039.6666666666667
136,51,1,1,1150,1,8,4,1,179,1,1,53,1,3,4,4,2,25150,2,0,15,3,4,0,18,2,3,4,2,3,8784.333333333334
137,39,0,2,1329,2,4,4,1,182,4,0,47,2,2,7,3,1,14590,4,0,14,3,3,1,17,1,4,15,11,9,5322.0
138,25,0,2,959,2,28,3,1,183,1,1,41,2,2,7,3,1,24835,2,0,18,3,4,0,6,3,3,2,2,2,8611.666666666666
139,30,0,2,1240,0,9,3,0,184,3,1,48,3,2,1,4,1,13982,0,1,19,3,4,0,12,2,1,11,9,7,5090.0
140,32,1,2,1033,1,9,3,3,190,1,0,41,3,1,2,1,2,10224,7,0,22,4,1,0,10,2,4,5,4,4,3766.0
141,45,0,2,1316,1,29,3,3,192,3,1,83,3,1,6,4,2,9752,5,0,13,3,2,0,9,2,2,6,5,3,3717.0
142,38,0,2,364,1,3,5,5,193,4,0,32,3,2,6,3,2,2302,3,1,20,4,2,0,19,2,3,3,2,2,899.3333333333334
143,30,0,2,438,1,18,3,1,194,1,0,75,3,1,6,3,2,23910,1,0,14,3,3,0,5,4,2,5,4,4,8141.0
144,32,0,1,689,2,9,2,3,195,4,1,35,1,2,7,4,0,22812,0,0,17,3,4,3,9,2,4,8,7,7,7845.333333333333
145,30,0,2,201,1,5,3,5,197,4,0,84,3,1,6,1,0,10415,5,0,14,3,4,1,8,3,3,3,2,2,3566.6666666666665
146,30,0,2,1427,1,2,1,3,198,2,1,35,2,1,2,4,2,11162,0,0,13,3,4,0,6,3,3,5,3,2,4208.0
147,41,0,1,857,1,10,3,1,199,4,1,91,2,4,3,1,0,12888,4,0,13,3,2,1,21,2,2,7,6,7,4612.0
148,41,0,2,933,1,9,4,1,200,3,1,94,3,1,2,1,1,6961,2,0,21,4,4,1,7,2,3,5,0,4,2662.6666666666665
149,19,0,2,1181,1,3,1,3,201,2,0,79,3,1,2,2,2,16102,1,0,14,3,4,0,1,3,3,1,0,0,5787.333333333333
150,40,0,1,1395,1,26,3,3,202,2,0,54,3,2,6,2,0,8504,1,0,11,3,1,1,20,2,3,20,7,13,3317.6666666666665
151,35,0,2,662,2,1,5,2,204,3,1,94,3,3,7,2,1,11439,1,0,13,3,1,2,10,3,3,10,8,6,4065.0
152,53,0,2,1436,2,6,2,2,205,2,1,34,3,2,8,3,1,16047,2,1,20,4,4,1,13,3,1,7,7,5,5839.0
153,45,0,2,194,1,9,3,1,206,2,1,60,3,2,2,2,0,10901,8,0,18,3,3,1,20,2,1,17,9,15,3718.3333333333335
154,32,0,1,967,2,8,3,2,207,2,0,43,3,3,7,4,2,15589,1,0,14,3,4,0,9,2,3,9,8,7,5533.0
155,29,0,0,1496,1,1,1,5,208,4,1,41,3,2,4,3,1,26283,1,0,13,3,1,1,10,1,3,10,7,9,9273.333333333334
156,51,0,2,1169,1,7,4,3,211,2,1,34,2,2,4,3,1,13983,2,0,17,3,3,0,10,2,3,1,0,0,5062.0
157,58,0,2,1145,1,9,3,3,214,2,0,75,2,1,6,2,1,11873,4,1,20,4,2,1,9,3,2,1,0,0,4364.333333333333
158,40,0,2,630,2,4,4,2,215,3,1,67,2,3,7,4,1,8552,7,0,11,3,1,1,15,2,2,12,11,11,3083.0
159,34,0,1,303,2,2,4,2,216,3,0,75,3,1,8,3,1,11314,6,0,18,3,4,1,6,3,3,4,3,2,3897.3333333333335
160,22,0,2,1256,1,19,1,3,217,3,1,80,3,1,6,4,1,11992,1,0,24,4,1,2,2,6,3,2,2,2,4442.666666666667
161,27,0,0,691,1,9,3,3,218,4,1,57,3,1,6,2,0,5970,6,0,18,3,4,1,6,1,1,2,2,2,2239.3333333333335
162,28,0,2,440,1,21,3,3,221,3,1,42,3,1,6,4,1,6672,1,0,11,3,3,1,5,2,1,5,2,2,2384.6666666666665
163,57,0,2,334,1,24,2,1,223,3,1,83,4,3,0,4,0,23402,3,1,16,3,2,1,12,2,1,5,3,4,7939.666666666667
164,27,0,0,1450,1,3,3,3,224,3,1,79,2,1,6,3,0,25326,1,1,15,3,4,1,1,2,2,1,1,1,8951.666666666666
165,50,0,2,1452,1,11,3,1,226,3,0,53,3,5,3,2,2,17053,3,0,15,3,2,0,21,5,3,5,4,4,6186.0
166,41,0,2,465,1,14,3,1,227,1,1,56,3,1,6,3,0,4609,4,0,12,3,1,1,13,2,3,9,8,8,1710.0
167,30,0,2,1339,2,5,3,1,228,2,0,41,3,3,7,4,1,8053,2,0,12,3,3,1,12,2,3,10,9,4,3144.3333333333335
168,38,0,2,702,2,1,4,1,230,1,0,59,2,2,7,4,2,12930,4,0,22,4,3,0,12,2,4,8,3,7,4563.666666666667
169,32,0,2,120,1,6,5,1,231,3,1,43,3,1,6,3,2,12430,3,0,20,4,1,0,8,2,3,5,4,4,4197.666666666667
170,27,0,2,1157,1,17,3,5,233,3,1,51,3,1,6,2,1,13364,0,1,16,3,4,1,6,3,2,5,2,1,4857.333333333333
171,19,1,1,602,2,1,1,5,235,3,0,100,1,1,8,1,2,20989,0,0,21,4,1,0,1,5,4,0,0,0,7230.333333333333
172,36,0,1,1480,1,3,2,3,238,4,1,30,3,1,2,2,2,15062,4,0,12,3,3,0,13,3,2,8,7,2,5524.0
173,30,0,0,111,1,9,3,3,239,3,1,66,3,2,2,1,0,11012,1,0,11,3,3,2,12,4,3,12,9,10,3729.6666666666665
174,45,0,2,1268,2,4,2,1,240,3,0,30,3,2,7,1,0,6319,4,1,11,3,1,1,9,3,4,5,4,3,2539.0
175,56,0,2,713,1,8,3,1,241,3,0,67,3,1,6,1,0,13939,4,1,18,3,3,1,19,3,3,2,2,2,4906.333333333333
176,33,0,2,134,1,2,3,1,242,3,1,90,3,1,6,4,2,10515,0,0,14,3,1,0,4,2,4,3,1,2,3579.6666666666665
177,19,1,2,303,1,2,3,1,243,2,1,47,2,1,2,4,2,9241,1,0,22,4,3,0,1,3,2,1,0,0,3197.0
178,46,0,2,526,2,1,2,2,244,2,0,92,3,3,7,1,0,2137,1,0,25,4,3,3,24,2,3,24,13,7,918.3333333333334
179,38,0,2,1380,1,9,2,1,245,3,0,75,3,1,2,4,2,6319,1,0,12,3,3,0,2,3,3,2,2,1,2591.3333333333335
180,31,0,2,140,1,12,1,3,246,3,0,95,3,1,6,4,1,6984,8,1,23,4,3,1,7,0,3,4,2,2,2406.3333333333335
181,34,0,2,629,1,27,2,3,247,4,0,95,3,1,6,2,2,5711,2,0,15,3,4,0,9,3,3,3,2,2,2145.0
182,41,1,2,1356,2,20,2,2,248,2,0,70,3,1,8,2,2,21728,1,1,22,4,4,0,4,5,2,4,3,2,7718.0
183,50,0,2,328,1,1,3,3,249,3,1,86,2,1,2,3,1,3425,2,0,15,3,4,1,5,2,2,3,2,2,1279.6666666666667
184,53,0,2,1084,1,13,2,3,250,4,0,57,4,2,4,1,0,26250,1,0,11,3,3,2,5,3,3,4,2,3,9130.333333333334
185,33,0,2,931,1,14,3,3,252,4,0,72,3,1,6,2,1,4673,1,0,13,3,4,1,8,5,3,8,7,6,1892.0
186,40,0,2,989,1,4,1,3,253,4,0,46,3,5,3,3,1,6499,1,0,14,3,2,1,21,2,3,20,8,9,2511.3333333333335
187,55,0,2,692,1,14,4,3,254,3,1,61,4,5,5,2,2,13339,8,0,11,3,4,0,36,3,3,24,15,15,4697.333333333333
188,34,0,1,1069,1,2,1,1,256,4,1,45,2,2,4,3,1,14074,1,0,17,3,3,0,10,2,2,10,9,9,5062.666666666667
189,51,0,2,313,1,3,3,3,258,4,0,98,3,4,0,2,2,7192,3,0,18,3,3,0,21,6,3,7,7,0,2534.3333333333335
190,52,0,2,699,1,1,4,1,259,3,1,65,2,5,3,3,1,5678,0,0,14,3,1,1,34,5,3,33,18,9,2147.3333333333335
191,27,0,2,894,1,9,3,3,260,4,0,99,3,1,6,2,2,11781,1,0,16,3,4,0,7,2,2,7,7,3,4258.0
192,35,1,2,556,1,23,2,1,261,2,1,50,2,2,4,3,1,15497,3,1,13,3,1,0,8,1,3,1,0,1,5367.666666666667
